target,text,stance,cut,length
春节放鞭炮,#春节回家九件事#1.跟奶奶说说话2贴春联3挂灯笼4放鞭炮5走亲戚6同学聚会7跟妈妈唠唠嗑8陪爸爸喝点儿酒9上坟祭祖@中国文明网@山东文明网,0,春节 回家 九件 事 奶奶 说说话 贴 春联 挂 灯笼 放鞭炮 走亲戚 同学聚会 妈妈 唠 唠嗑 陪 爸爸 喝 点儿 酒 上坟 祭祖 中国 文明 网 山东 文明 网 ,83
春节放鞭炮,北京某公益人士，状告北京鞭炮批发公司，说过年放鞭炮污染了北京的空气，造成雾霾天气。真可笑。一年就一个春节，在老传统都被我们遗弃的差不多的情况下，只剩下贴春联、放鞭炮等为数不多的年俗提醒我们正在过传统节日。且今年的雾霾可是春节前发生的。该公益人士怎么不告汽车、石化及供暖公司！,0,北京 公益 人士 状告 北京 鞭炮 批发 公司 说 过年 放鞭炮 污染 北京 空气 造成 雾 霾 天气 真可笑 一年 一个 春节 老 传统 遗弃 差不多 情况 剩下 贴 春联 放鞭炮 为数不多 年 俗 提醒 正在 传统节日 今年 雾 霾 春节 前 发生 公益 人士 不告 汽车 石化 供暖 公司 ,148
IphoneSE,iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。,0,iPhoneSE 一部 定位 精准 手机 目标 人群 喜欢 iOS 系统 尺寸 手机 消费者 不得不 说 库克 很会 做生意 尽可能 用户 进入 Apple 产品 生态 中去 Apple 一贯 做法 iPhoneSE 一部 定位 精准 手机 目标 人群 喜欢 iOS 系统 尺寸 手机 消费者 不得不 说 库克 很会 做生意 尽可能 用户 进入 Apple 产品 生态 中去 Apple 一贯 做法 ,200
俄罗斯在叙利亚的反恐行动,可见埃尔多安才是正义的，俄罗斯是打折反恐的幌子轰炸叙利亚反对派，为巴沙尔政府撑腰打气。俄罗斯确实也轰炸极端组组，但是俄罗斯必然也轰炸叙利亚反对派，不然巴沙尔会引狼入室跟俄罗斯同流合污吗？,1,埃 尔多 安才 正义 俄罗斯 打折 反恐 幌子 轰炸 叙利亚 反对派 巴沙尔 政府 撑腰 打气 俄罗斯 确实 轰炸 极端 组组 俄罗斯 必然 轰炸 叙利亚 反对派 巴沙尔 会 引狼入室 俄罗斯 同流合污 ,102
开放二胎,为什么不早一点开放二胎政策 没人一起去海底世界看鱼 也没人一起去动物园看羊驼 一起和我撩猫的人都没有 也没有人可以让我捏捏脸,0,早 一点 开放 二胎 政策 没 一起 海底 世界 看鱼 没人 一起 动物园 看羊驼 一起 撩 猫 没有 没有 捏 捏 脸 ,61
深圳禁摩限电,简单地禁摩限电限制了公民的自由。宪法赋予了公民自由出行的权利，这是基本一个社会价值取向，在不妨碍社会秩序的情况下，人的个性和自由应该充分地彰显。摩托车电动车的问题是监管不到位，而政府直接采取禁止限制的方式无疑是一种懒政。@北京天则经济研究所 |【李稻葵：...,1,简单 地禁摩 限电 限制 公民 自由 宪法 赋予 公民自由 出行 权利 这是 基本 一个 社会 价值 取向 妨碍 社会秩序 情况 下人 个性 自由 应该 充分 彰显 摩托车 电动车 问题 监管 到位 政府 直接 采取 禁止 限制 方式 无疑 一种 懒政 北京 天则 经济 研究所 李稻葵 ,144
IphoneSE,前摄像头和5s是一样的！只后摄像头提升了！,2,前 摄像头 s 摄像头 提升 ,15
俄罗斯在叙利亚的反恐行动,解决了P了，只是暂时压制了IS，现在叙利亚政府主动权已牢牢控制，但这并不表明IS就已经瓦解，稍有不慎他们还会东山再起的，鹿死谁手还很难说……,1,解决 P 暂时 压制 IS 现在 叙利亚 政府 主动权 牢牢 控制 表明 IS 已经 瓦解 稍有不慎 还会 东山再起 鹿死谁手 很难说 ,68
春节放鞭炮,#少放鞭炮让环卫工回家# 春节不放鞭炮又能怎样 他们生活就好啦 涨工资不就行了 还有平时乱扔垃圾的  还有最后凭什么春节几天不能放鞭炮大家开心一下呢  你可以给环卫工人在春节每天发加班费啊 还有少拿放鞭炮污染环境说事 南京禁放了  我看还是雾霾,0,少 放鞭炮 环卫工 回家 春节 放鞭炮 生活 涨工资 就行了 平时 乱 扔 垃圾 最后 春节 几天 不能 放鞭炮 开心 一下 环卫工人 春节 每天 发 加班费 少 放鞭炮 污染环境 说事 南京 禁放 雾 霾 ,104
IphoneSE,不是说显摆，你买个新手机是不是因为旧手机不想用了？然后你买一个新手机，这个新手机和旧手机又是一模一样的，有意思嘛？没有创新。,1,说 显摆 买个 新手机 是不是 旧 手机 不想 买 一个 新手机 新手机 旧 手机 一模一样 有意思 没有 创新 ,57
俄罗斯在叙利亚的反恐行动,绝对的正义要靠绝对的力量来保证。否则世界就会被恐怖分子所占据,0,绝对 正义 绝对 力量 保证 世界 会 恐怖分子 占据 ,28
IphoneSE,外观好看用着大气,0,外观 好看 大气 ,9
俄罗斯在叙利亚的反恐行动,整老毛子!还我土地!,1,整老 毛子 土地 ,9
开放二胎,那么请问国家为了拉升经济开放二胎政策，大家都去生二胎，谁来为学校企业负责？老师都去生孩子，谁来教书？！！ |记者暗拍....,1,请问 国家 拉升 经济 开放 二胎 政策 生二胎 学校 企业 负责 老师 生 孩子 教书 记者 暗拍 ,51
深圳禁摩限电,#深圳禁摩限电#转发图片，加她免费给你做【表白】,2,深圳 禁摩 限电 转发 图片 加 免费 做 表白 ,25
俄罗斯在叙利亚的反恐行动,俄罗斯，疯狂了,1,俄罗斯 疯狂 ,7
深圳禁摩限电,支持深圳交警。电单车继续治理。,0,支持 深圳 交警 电单车 继续 治理 ,19
俄罗斯在叙利亚的反恐行动,土耳其这是在冒险，是在试探俄罗斯的底线，更是在替美国破局。俄罗斯在叙利亚的高调反恐，揭露了美国假反恐的面具，同时，动了土耳其在这一地区的奶酪。由此，获得国际好评，一转国际外交上低迷的局面，美国必然怂恿喽喽们从中作梗，普京，应大丈夫能屈能伸，从大局着眼，伺机复仇不迟。,0,土耳其 冒险 试探 俄罗斯 底线 更是 美国 破局 俄罗斯 叙利亚 高调 反恐 揭露 美国 假 反恐 面具 动 土耳其 地区 奶酪 获得 国际 好评 一转 国际 外交 低迷 局面 美国 必然 怂恿 喽们 从中作梗 普京 应 大丈夫 能屈能伸 大局 着眼 伺机 复仇 迟 ,135
深圳禁摩限电,#深圳“禁摩限电”# 今天下午，@深圳宝安交警 组织警力，对在地铁出入口聚众拉客的电动自行车和摩托车进行严查！,2,深圳 禁摩 限电 今天下午 深圳 宝安 交警 组织 警力 地铁 出入口 聚众 拉客 电动 自行车 摩托车 进行 严查 ,59
IphoneSE,SE最突出的特点，小屏。现在的趋势是5寸以上大屏这我们都知道，不过4寸到5寸这个区间的小屏用户也肯定是有的，只是把这个小屏需求作为刚性需求的群体规模有多大不得而知。,2,SE 突出 特点 小屏 现在 趋势 寸 大屏 知道 寸 寸 区间 小屏 用户 肯定 小屏 需求 刚性 需求 群体 规模 不得而知 ,65
开放二胎,每次哄闺女睡觉的那一个多小时，我都会默默的告诉自己二胎难以想象晚安！,1,每次 哄 闺女 睡觉 一个多 小时 会 默默 告诉 二胎 难以想象 晚安 ,37
春节放鞭炮,#春节放鞭炮#【小孩玩鞭炮 烧毁汽车引爆化粪池】前日下午，南岸区和涪陵区各发生一起安全事故，都与小孩燃放鞭炮有关。新春将至，市民在燃放烟花爆竹时一定要注意安全。春节期间，家长们要注意看管好自己的孩子，最好不要让孩子玩耍烟花爆竹。,1,春节 放鞭炮 小孩 玩 鞭炮 烧毁 汽车 引爆 化粪池 前日 下午 南岸区 涪陵区 发生 一起 安全事故 小孩 燃放鞭炮 新春 市民 燃放烟花 爆竹 时 一定 注意安全 春节 期间 家长 注意 看管 孩子 最好 不要 孩子 玩耍 烟花爆竹 ,120
开放二胎,对，就是这门课老师吐槽了两节课计划生育说把人py堵住了不让人家生孩子后来开放二胎了发现大家都生不出,2,这门 课 老师 吐槽 两节课 计划生育 说 py 堵住 不让 生 孩子 后来 开放 二胎 发现 生不出 ,52
开放二胎,坚决不生的我改变初衷只有一个理由，想给闺女再生个妹妹，陪伴她长大，成人的世界可能更需要彼此，友情会变，爱情会变，甚至婚姻也会变，但是姐妹不会变，有她们两个可以一直彼此陪伴。,0,坚决 不生 改变 初衷 一个 理由 想 闺女 再生 妹妹 陪伴 长大成人 世界 可能 更 需要 友情 会变 爱情 会变 婚姻 会变 姐妹 不会 变有 两个 一直 陪伴 ,84
俄罗斯在叙利亚的反恐行动,搞乱欧亚大陆架目的就达到了，再说不搞它也是乱的，伊斯兰只要存在更广一点宗教只要存在早晚会乱。解决？谁有这义务，这年头搞个大屠杀多麻烦啊。,1,搞乱 欧亚大陆 架 目的 达到 搞 乱 伊斯兰 存在 更广 一点 宗教 存在 早晚 会乱 解决 义务 这年头 搞个 大屠杀 麻烦 ,65
开放二胎,朋友头一次去签证，碰上种场面，真的有点被吓到。这年头，签个证都那么难，国家还开放二胎，政府资源根本跟不上好么,1,朋友 头 一次 签证 碰上 种 场面 真的 有点 这年头 签个 证 难 国家 开放 二胎 政府 资源 根本 跟不上 ,58
IphoneSE,#iPhoneSE# 的电源键/锁屏键 好松啊。一晃直响，同事买的也这样，是都这样么…,1,iPhoneSE 电源 键锁 屏键 好松 一晃 直响 同事 买 ,32
春节放鞭炮,【这个春节，咱不放鞭炮如何？】现在每次看到“PM2.5”这个字眼，你是否会心头一紧？你知道吗，燃放鞭炮不仅会造成空气污染，而且会产生噪声污染。燃放烟花爆竹产生的固体废弃物还会使清洁人员的工作量增加。为了你和你的家人过一个清新的马年春节，今年过年请尽量不放或少放烟花。同意的请转！,1,春节 放鞭炮 现在 每次 看到 PM 字眼 是否 会 心头 一紧 知道 燃放鞭炮 会 造成 空气污染 会 产生 噪声污染 燃放烟花 爆竹 产生 固体废弃物 还会 清洁 人员 工作量 增加 家人 一个 清新 马年 春节 今年过年 请 尽量 不放 少放 烟花 同意 请 转 ,135
俄罗斯在叙利亚的反恐行动,这个流氓国家俄罗斯是当今世界的最大的威胁。,1,流氓 国家 俄罗斯 当今世界 最大 威胁 ,21
俄罗斯在叙利亚的反恐行动,美国打击恐怖分子？美军去哪里到底是干吗的？当兵的去是去了，死也死了。为什么拉登打了几十年,0,美国 打击 恐怖分子 美军 到底 干吗 当兵 死 死 拉登 几十年 ,34
开放二胎,【37岁姚晨自曝已怀二胎 预产期在11月】4月24日，在出席电影《梦想合伙人》发布会时，37岁的姚晨自曝已经怀上第二胎，预产期预计在11月份。早前出席各种活动，姚晨也曾不止一次表示有意生二胎，为儿子小土豆添个伴。明星们纷纷加入二胎、三胎生娃队伍中，今年猴宝宝又添一枚呦!http://t.cn/Rq0btr1,0,岁 姚晨 曝 已怀 二胎 预产期 月 月 日 出席 电影 梦想 合伙人 发布会 时岁 姚晨 曝 已经 怀上 第二胎 预产期 预计 月份 早前 出席 活动 姚晨 不止一次 表示 有意 生二胎 儿子 小土豆 添个 伴 明星 纷纷 加入 二胎 三 胎生 娃 队伍 中 今年 猴 宝宝 添 一枚 呦 httptcnRqbtr ,159
IphoneSE,我发现一个问题，你们帮我看看我逻辑是不是有点乱：我们在2013年，买到最新发布的 iPhone 5S ，开封完了激活使用，那种流畅的体验不正是和如今2016年发布的 iPhone SE 一模一样的吗。为什么5S会变卡？(即使还原重置) 为什么SE流畅？(和一三年的5S一样) 是不是厂商不更新软件手机就可以一直流畅下去？,2,发现 一个 问题 帮 看看 逻辑 是不是 有点 乱 年 买 最新 发布 iPhoneS 开封 完 激活 使用 那种 流畅 体验 如今 年 发布 iPhoneSE 一模一样 S 会 变卡 还原 重置 SE 流畅 三年 S 是不是 厂商 更新 软件 手机 一直 流畅 下去 ,135
春节放鞭炮,#爆竹声中一岁除，春风送暖入马年。 千门万户曈曈日， 总把新桃换旧符#热闹的小区，满天地烟花，喜庆的味道，整个世界都在放鞭炮，庆贺新年的到来！大叔认为不放鞭炮？怎么能算过年！稀饭除夕夜零点放鞭炮，听鞭炮声，看烟花，虽然污染大，还是很稀饭满街热闹的气氛，感觉这才是春节独有的气氛！,0,爆竹声 中 一岁 春风 送暖 入马年 千门万户 曈曈 日 总 新桃换旧符 热闹 小区 满天 烟花 喜庆 味道 整个 世界 放鞭炮 庆贺 新年 到来 大叔 认为 放鞭炮 能算 过年 稀饭 除夕夜 零点 放鞭炮 听 鞭炮声 烟花 污染 稀饭 满街 热闹 气氛 感觉 这才 春节 独有 气氛 ,143
开放二胎,【不同类型的女权主义】「自由女权主义(liberal feminism)认为，女性和男性应具有同等的政治、法律、经济和受教育的权利与机会。自由女权主义者倡导改革，他们的目标是改变对女性不公平的态度和法律，使教育、就业和政治机会平等化。例如，他们寻求创造一种鼓励女性在所有学术领域发展的教育环境，去,2,不同 类型 女权主义 自由 女权主义 liberalfeminism 认为 女性 男性 应 具有 同等 政治 法律 经济 受 教育 权利 机会 自由 女权主义者 倡导 改革 目标 改变 女性 公平 态度 法律 教育 就业 政治 机会 平等 化 寻求 创造 一种 鼓励 女性 学术 领域 发展 教育 环境 ,152
俄罗斯在叙利亚的反恐行动,这次的撤军不会这么简单，美国要来中国了，美国必须从中东脱身，所以把乌克兰给俄罗斯！然后在叙利亚上实行联邦制，这种不分裂也不统一的模式是和局！鸿观即使已经看到了这点，也不可能在节目这么说，会被和谐。等美国准备好了，在韩国来一波苦肉计嫁祸朝鲜就可以开始进攻了！,1,撤军 不会 简单 美国 中国 美国 必须 中东 脱身 乌克兰 俄罗斯 叙利亚 实行 联邦制 这种 分裂 统一 模式 局鸿观 已经 看到 这点 可能 节目 说会 和谐 美国 准备 韩国 一波 苦肉计 嫁祸 朝鲜 进攻 ,108
俄罗斯在叙利亚的反恐行动,太平天国真的假的吧好歹还是拜耶稣的，其实ISIS更像是义和团，沾洋即杀，用盒洋火也不行。,2,太平天国 真的假 好歹 拜 耶稣 其实 ISIS 更 像是 义和团 沾洋 杀 盒 洋火 不行 ,47
IphoneSE,一点都不比国产的手机贵。,0,一点 国产 手机 贵 ,11
IphoneSE,Phone SE即将登陆印度 价格比中国贵很多：同样是新兴市场，也许这款苹果新手机在印度的市场表现不如中国。,2,PhoneSE 即将 登陆 印度 价格比 中国 贵 很多 同样 新兴 市场 也许 款 苹果 新手机 印度 市场 表现 中国 ,62
春节放鞭炮,【新闻资讯】【羊年春节之“变”：抢红包玩“疯” 环保过新年】随着时代和互联网科技的发展，春节的过法也是新意跌出：从发红包的方式、到拜年的手段、再到跨年夜不放鞭炮，都在悄悄改变着了传统的过年方式。让我们一起来看看今年是怎样过年的，又有着怎样的变化？http://t.cn/RwNDjEE,2,新闻资讯 羊年 春节 之变 抢红包 玩 疯 环保 新年 时代 互联网 科技 发展 春节 过法 新意 跌出 发红包 方式 拜年 手段 跨 年 夜 放鞭炮 悄悄 改变 传统 过年 方式 起来 看看 今年 过年 有着 变化 httptcnRwNDjEE ,124
俄罗斯在叙利亚的反恐行动,其实反对派里面也有不少人是不希望被人当枪使的，政治分歧哪怕是内战，都是自己国家民族的事儿。不管被什么外国势力，不管是美俄也好，在自己的土地上用自己同胞的鲜血去博弈其他大国的利益，不得不说是叙利亚的悲剧，是诸多小国的悲剧。,1,其实 反对派 里面 不少 希望 当枪 政治 分歧 内战 国家 民族 事儿 外国 势力 美 俄 土地 上用 同胞 鲜血 博弈 大国 利益 不得不 说 叙利亚 悲剧 诸多 小国 悲剧 ,90
深圳禁摩限电,这才是真正的女汉子！看得好解气！干得漂亮！ |秒拍视频,2,这才 真正 女 汉子 看得 解气 干得 漂亮 秒 拍 视频 ,30
IphoneSE,我刚刚换的se 不好用丢给男朋友了，但是的确不好用啊喂,1,刚刚 换 se 不好 丢 男朋友 不好 ,20
深圳禁摩限电,本来就应该禁，有些人就是觉得你弱你有理，逆道行驶，违规载客，要是遵守交通规则还好说，你能想像台湾人一样守规矩？政策有时候就是不应该被舆论影响,0,本来 应该 禁 觉得 弱 有理 逆 道 行驶 违规 载客 遵守 交通规则 还好 说 想像 台湾人 守规矩 政策 有时候 应该 舆论 影响 ,69
俄罗斯在叙利亚的反恐行动,美国人要开始折腾沙特了，沙特自己要么尽快做切割要么等着被美国人溺毙。,0,美国 人要 折腾 沙特 沙特 尽快 做 切割 美国 溺毙 ,29
IphoneSE,哇 今日放晚学翻到屋企 一进入自己房间第一眼就见到一台iphonese5放系我写字台,2,今日 放 晚学 翻 屋企 进入 房间 第一眼 见到 一台 iphonese 放系 写字台 ,45
俄罗斯在叙利亚的反恐行动,没错，大国博弈本就是冷冰冰的利益交换。但反过来，也能看出博弈双方是政客还是伟人。政客只讲求利益，伟人却可兼具情感。,1,没错 大国 博弈 冷冰冰 利益 交换 看出 博弈 双方 政客 伟人 政客 讲求 利益 伟人 兼具 情感 ,52
开放二胎,上个世纪90年代大学大幅扩招，外加计划生育加持，相当一部分80、90后都是大学生。现在开放二胎，又说以后高考不只看客观的分数，还看虚无缥缈的“综合素质”。独木桥不仅变得更窄，还变成可遥控的桥，一句“素质不够”就能逼死寒门子弟……历史上唯一一批独生子女，可能会是普遍受教育程度最高的了。,1,上个世纪 年代 大学 大幅 扩招 外加 计划生育 加持 相当 一部分 大学生 现在 开放 二胎 说 以后 高考 客观 分数 虚无缥缈 综合 素质 独木桥 变得 更窄 变成 遥控 桥 一句 素质 不够 逼死 寒门 子弟 历史 唯一 一批 独生子女 可能 会 普遍 受 教育 程度 最高 ,142
开放二胎,本来想给自己充个会员，想想算了，留着钱养二胎吧！还有宇宇新歌打榜呢！我现在都混成这样了以前有点钱就是去吃吃吃啊,0,本来 想 充个 会员 想想 算了 留着 钱养 二胎 宇宇 新歌 榜 现在 混成 以前 有点 钱 吃 吃 吃 ,54
春节放鞭炮,#算是给津城PM2.5做点贡献吧#早晨接到老公电话说正在买鞭炮，我听后立即对其说服教育，还是响应“为了保护环境今年春节不放鞭炮”的号召吧，不管制度本身的好与坏，事实上能对环境少点污染就应该尽一份力，支持环保，从我做起嘛——感谢老公深明大义，倾情支持！,1,算是 津城 PM 做点 贡献 早晨 接到 老公 电话 说 正在 买 鞭炮 听 立即 说服教育 响应 保护环境 今年春节 放鞭炮 号召 制度 坏 事实上 环境 少 点 污染 应该 一份 力 支持 环保 从我做起 感谢 老公 深明大义 倾情 支持 ,122
IphoneSE,iPhone SE黄屏的问题，其实在之前的iPhone 5和iPhone 5S刚上市的时的情况如出一辙，并不算什么新鲜事儿～按照官方解释和以往的经验来看，这是粘合剂在干燥的过程中，会让屏幕出现发黄的现象。一般来说，这种情况在正常使用过程中慢慢消失。回头看看5、5S、5C就清楚了了。SE的按键松动倒是确实存在的,2,iPhoneSE 黄屏 问题 其实 之前 iPhone iPhoneS 刚 上市 时 情况 如出一辙 不算什么 新鲜事儿 官方 解释 以往 经验 来看 这是 粘合剂 干燥 过程 中会 屏幕 出现 发黄 现象 一般来说 这种 情况 正常 使用 过程 中 慢慢 消失 回头 看看 SC 清楚 SE 按键 松动 倒 确实 存在 ,161
开放二胎,#姚晨怀二胎#姚晨怀二胎网友最关注的三个问题：1、姚晨会生三胎、四胎吗？2、第一胎叫小土豆，第二胎会叫小地瓜吗？或者小南瓜什么的……3、姚晨想生儿子还是女儿？,2,姚晨怀 二胎 姚晨怀 二胎 网友 关注 三个 问题 姚 晨会 生 三胎 四胎 第一胎 小土豆 第二胎 会 地瓜 南瓜 姚晨 想生 儿子 女儿 ,71
深圳禁摩限电,请问深圳，如果每一部电摩有一张选票，你们敢禁摩么？请问某组织，如果每一个网民有一张选票，你们敢禁网么？,1,请问 深圳 一部 电摩有 一张 选票 敢 禁摩 请问 组织 一个 网民 一张 选票 敢 禁网 ,47
深圳禁摩限电,主人离开七个月后又回到家，先躲了起来。狗狗回来后瞬间闻到了主人的味道，开始疯狂的在家寻找，最终团聚时真的开心哭了……离开再久我都记得你的味道，永远都等着你回来 |秒拍视频 .,2,主人 离开 七个 月 回到 家先 躲 起来 狗狗 回来 瞬间 闻到 主人 味道 疯狂 在家 寻找 最终 团聚 时 真的 开心 哭 离开 再久 记得 味道 永远 回来 秒 拍 视频 ,90
IphoneSE,东西是挺好其实 但是你tm要提前做好保密啊！！俩月前就被曝光了 开发布会还有何意义,2,东西 挺 其实 tm 提前 做好 保密 俩 月 前 曝光 开 发布会 有何意义 ,40
IphoneSE,前所未有的一个低价，来袭,0,前所未有 一个 低价 来袭 ,14
春节放鞭炮,#南开警事# 羊年近在咫尺，家家开始贴福字、放鞭炮，年味儿越来越浓。为了让歪果友人也能感受春节的气氛，南开分局涉外警务安保服务队来到天津师范大学，向留校的外籍学生介绍了中国的传统文化和民俗，发放了中英双语宣传防范提示单，还互赠了礼物。同学们纷纷表示：Nankai police very good！,0,南开 警事 羊年 近在咫尺 家家 贴 福字 放鞭炮 年 味儿 越来越 浓 歪果 友人 感受 春节 气氛 南开 分局 涉外 警务 安保 服务队 来到 天津师范大学 留校 外籍 学生 介绍 中国 传统 文化 民俗 发放 中 英双语 宣传 防范 提示 单 互赠 礼物 同学 纷纷表示 Nankaipoliceverygood ,160
俄罗斯在叙利亚的反恐行动,只能说，俄是个非常有头脑的人!,0,只能 说 俄 非常 头脑 ,13
春节放鞭炮,今年春节。不放鞭炮。 看看大家什么意见…… 支持的，转起ing,1,今年春节 放鞭炮 看看 意见 支持 转起 ing ,25
IphoneSE,3月31日，苹果iPhone SE正式开卖，然而这款小屏新机并未出现人们预想的疯抢局面。根据市场分析机构Localytics周一公布的数据，iPhone SE正式上市的这个周末，销量成绩并不算太好。,2,月 日 苹果 iPhoneSE 正式 开卖 这款 小屏 新机 并未 出现 预想 疯 抢 局面 市场 分析 机构 Localytics 周一 公布 数据 iPhoneSE 正式 上市 周末 销量 成绩 不算 太好 ,106
俄罗斯在叙利亚的反恐行动,完全同意这一主张。这是宗教战争，先生们。,2,完全同意 这一 主张 这是 宗教 战争 先生 ,23
俄罗斯在叙利亚的反恐行动,“以色列情报分析网站“DEBKA档案”报道“独家消息”称，中国的“辽宁号”航母早在9月22日就已通过苏伊士运河，抵达叙利亚塔尔图斯港。”“卫星新闻莫斯科10月4日电叙利亚总统阿萨德发表声明说，中国支持俄罗斯在叙利亚境内采取的军事行动，但中国并没有参与反恐行动。”	,0,以色列 情报分析 网站 DEBKA 档案 报道 独家 消息 称 中国 辽宁 号 航母 早 月 日 苏伊士运河 抵达 叙利亚 塔尔图 斯港 卫星 新闻 莫斯科 月 日电 叙利亚 总统 阿萨德 发表声明 说 中国 支持 俄罗斯 叙利亚 境内 采取 军事行动 中国 没有 参与 反恐 行动 ,142
俄罗斯在叙利亚的反恐行动,俄罗斯反恐近俩月没有一起误炸，恐怖分子几乎遭到毁灭性打击。而美国反恐两年多却基本都是误炸，两年多恐怖分子没炸到几个却炸死了几万无辜平民，使几百万平民流离失所……,0,俄罗斯 反恐 近俩 月 没有 一起 误炸 恐怖分子 几乎 遭到 毁灭性 打击 美国 反恐 两年 基本 误炸 两年 恐怖分子 没炸到 几个 炸死 几万 无辜 平民 几百万 平民 流离失所 ,93
开放二胎,3Y4M3D:一手抱一个的感觉，不是只有二胎麻麻才有,2,YMD 一手 抱 一个 感觉 二胎 麻麻 ,21
开放二胎,【黑龙江边境居民可生三胎 受访者：培养一个已经很累了】日前，黑龙江修改人口与计划生育条例，明确除少数民族和特殊家庭外，边境城市人口也可生育三胎。但经济发展较好的边境地区女性，生育意愿并不强烈。有人称“培养一个孩子已经很累了”。 “我连二胎都不想生，还生三胎吗?” |【东北突围...,1,黑龙江 边境 居民 可生 三胎 受访者 培养 一个 已经 很累 日前 黑龙江 修改 人口 计划生育 条例 明确 少数民族 特殊 家庭 外 边境 城市 人口 生育 三胎 经济 发展 边境地区 女性 生育 意愿 强烈 有人 称 培养 一个 孩子 已经 很累 二胎 不想 生还 生 三胎 东北 突围 ,147
开放二胎,美元来了！热烈祝贺我大学密友\我结婚伴娘\和我睡一张床\毕业答辩前，一起吃麻辣烫一起拉肚子\在南锣一起得瑟\收拾房间无人能比的山东省潍坊市好姑娘闫佳的二胎来了，老大叫英镑，老二叫美女，这霸气给闫姑娘呱唧呱唧！重要的是老大\老二就差3岁，瞧人家这人生规划，赢家,0,美元 热烈祝贺 大学 密友 结婚 伴娘 睡 一张 床 毕业 答辩 前 一起 吃 麻辣烫 一起 拉肚子 南锣 一起 得瑟 收拾 房间 无人 能比 山东省 潍坊市 姑娘 闫佳 二胎 老 大叫 英镑 老二 美女 霸气 闫 姑娘 呱唧 呱唧 重要 老大 老二 差岁 瞧 人生 规划 赢家 ,140
春节放鞭炮,只怪二老的子女无能。让花甲之年的父母做环卫工这种行为已经构成了不孝顺。玉龙认为，二老既然选择了这份职业，放不放鞭炮是别人的事，环卫工你只管扫净。大春节放个鞭炮二老也该体谅体谅。干工作就得任劳任怨，履职尽责要认真，不埋怨。况且我们都是中国人。不说两家话！,2,只怪 二老 子女 无能 花甲之年 父母 做 环卫工 这种 行为 已经 构成 孝顺 玉龙 认为 二老 选择 这份 职业 放 放鞭炮 事 环卫工 只管 扫净 春节 放个 鞭炮 二老 体谅 体谅 干 工作 任劳任怨 履职 尽责 认真 埋怨 中国 说 两家 话 ,127
开放二胎,今天跟同学讨论国家开放二胎政策，可以生二胎了，她一口气说首先得有个一胎，就算没有一胎，总得结个婚吧，可是连老公都没有了，老公没有就算了，总得有个男朋友吧，可是男朋友也不知道住他娘谁家，那总得拉个备胎吧，可是备胎都他娘的在调教着前任了，调教前任就算了，妈的老娘连个备胎都木有,2,今天 同学 讨论 国家 开放 二胎 政策 生二胎 一口气 说 一胎 没有 一胎 总得 结个 婚 老公 没有 老公 没有 总得 有个 男朋友 男朋友 知道 住 娘 谁家 总得 拉个 备胎 备胎 娘 调教 前任 调教 前任 妈 老娘 备胎 木有 ,121
俄罗斯在叙利亚的反恐行动,经济危机 政局紧张 有大事要发生,2,经济危机 政局 紧张 大事 发生 ,17
深圳禁摩限电,#深圳禁摩限电#无药可救，这样不违法？,1,深圳 禁摩 限电 无药 可救 违法 ,18
开放二胎,产后第50天，大姨妈就驾到了。。这是要备二胎的节奏？！不过生完真的姨妈君不疼啦！PS：图文无关，喂饱娃，晒晒自制DIY手链。,0,产后 天大 姨妈 驾到 要备 二胎 节奏 生完 真的 姨妈 君不疼 PS 图文 无关 喂饱 娃 晒晒 自制 DIY 手链 ,61
开放二胎,发表了博文《47岁女子欲做试管婴儿被拒跪下哭求医生》47岁女子欲做试管婴儿被拒跪下哭求医生随着“全面开放二胎”政策的实施，不少高龄女性重新燃气目前梦，然后，龄女性的自然受孕率远低于年轻女性。为了顺利怀|47岁女子欲...,2,发表 博文 岁 女子 欲 做 试管婴儿 拒 跪下 哭求 医生 岁 女子 欲 做 试管婴儿 拒 跪下 哭求 医生 全面 开放 二胎 政策 实施 不少 高龄 女性 重新 燃气 目前 梦 龄 女性 自然 受孕率 远 低于 年轻 女性 顺利 怀岁 女子 欲 ,125
开放二胎,"中国开放二胎、""吸金储油""、传统产业转型升级等战略，以应对真正面临的三大长期风险:人口、能源短缺和环境污染。",0,中国 开放 二胎 吸金 储油 传统产业 转型 升级 战略 应对 真正 面临 三大 长期 风险 人口 能源 短缺 环境污染 ,61
